City,Cloudiness,Country,Country Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Sigmaringen,0,DE,1553122729,55,48.09,9.22,39.2,6.93
Coahuayana,20,MX,1553122751,20,18.62,-100.35,82.11,2.39
Sakaiminato,75,JP,1553122094,67,35.55,133.23,62.6,17.22
Nizwa,0,OM,1553122752,61,22.93,57.53,52.41,3.96
Madarounfa,0,NE,1553122752,59,13.3,7.16,73.29,2.95
Havoysund,20,NO,1553120400,74,71.0,24.66,33.8,14.99
Tuim,8,RU,1553122752,61,54.34,89.93,3.36,2.39
Port Elizabeth,90,US,1553122710,75,39.31,-74.98,48.2,10.29
Codlea,92,RO,1553122746,89,45.7,25.45,43.0,1.99
Badvel,36,IN,1553122753,83,14.74,79.07,69.87,3.4
Pangnirtung,5,CA,1553119200,60,66.15,-65.72,-27.41,2.24
Labuhan,0,ID,1553122753,80,-2.54,115.51,78.69,2.39
Caluquembe,92,AO,1553122754,80,-13.78,14.68,65.37,1.72
Komsomolskiy,80,RU,1553122754,93,67.55,63.78,28.2,11.23
Tefe,40,BR,1553119200,79,-3.35,-64.71,86.0,0.94
Zhigansk,0,RU,1553122754,42,66.77,123.37,-13.92,3.74
Bahia Blanca,0,AR,1553122692,85,-38.72,-62.27,58.17,8.43
Bombay,1,US,1553122380,48,44.94,-74.57,44.6,4.7
Whitianga,0,NZ,1553122510,67,-36.83,175.7,78.01,4.0
Longyearbyen,40,NO,1553118600,68,78.22,15.63,28.4,5.82
Nanortalik,80,GL,1553122755,100,60.14,-45.24,29.55,26.55
Havre-Saint-Pierre,40,CA,1553119200,79,50.23,-63.6,28.4,18.34
Tuatapere,68,NZ,1553122206,97,-46.13,167.69,59.0,1.01
Torbay,75,CA,1553122416,53,47.66,-52.73,26.01,17.22
Ilulissat,75,GL,1553118600,35,69.22,-51.1,-9.41,10.29
Pasni,24,PK,1553122816,100,25.26,63.48,68.61,5.75
Cayenne,75,GF,1553121000,74,4.94,-52.33,80.6,6.93
Alofi,75,NU,1553119200,70,-19.06,-169.92,86.0,8.05
Ketchikan,75,US,1553118960,50,55.34,-131.65,57.2,4.7
Barranca,20,PE,1553122819,98,-10.75,-77.76,70.23,9.78
Orebro,92,SE,1553122814,75,59.27,15.21,43.0,6.93
Byron Bay,75,AU,1553122613,99,-28.65,153.62,82.0,6.93
Beringovskiy,80,RU,1553122822,100,63.05,179.32,3.09,8.43
Quepos,75,CR,1553122734,64,9.43,-84.16,77.0,17.22
Alice Springs,0,AU,1553119200,28,-23.7,133.88,73.4,4.7
Ilo,80,PE,1553122825,89,-17.65,-71.34,65.55,2.62
Bonavista,24,CA,1553122027,60,48.65,-53.11,26.01,8.99
Douglas,75,US,1553122560,20,31.34,-109.55,75.99,5.82
Taft,92,PH,1553122834,100,11.9,125.42,76.62,9.55
Motygino,56,RU,1553122835,82,58.18,94.69,16.05,2.73
Shelburne,20,CA,1553122576,49,44.08,-80.2,48.0,8.05
Shuyskoye,76,RU,1553122835,95,59.37,41.03,31.71,8.1
Bratsk,75,RU,1553122401,85,56.15,101.63,19.4,8.95
Port Keats,0,AU,1553122836,80,-14.25,129.55,90.03,9.78
La Ronge,20,CA,1553119200,25,55.1,-105.3,60.8,9.17
Pirapemas,36,BR,1553122836,89,-3.73,-44.23,78.24,5.19
College,90,US,1553122534,73,64.86,-147.8,41.0,11.56
Port Hedland,48,AU,1553119200,83,-20.31,118.58,82.4,8.05
Mackenzie,1,CA,1553119200,34,55.34,-123.09,51.8,4.7
Kati,0,ML,1553121000,51,12.75,-8.07,84.2,2.24
Povoa de Varzim,0,PT,1553122624,93,41.38,-8.76,55.0,2.24
Turukhansk,92,RU,1553122837,86,65.8,87.96,24.24,19.73
Preobrazheniye,92,RU,1553122838,91,42.9,133.91,32.25,2.28
Katsuura,75,JP,1553122270,82,33.93,134.5,62.01,24.16
Karwar,0,IN,1553122838,89,14.8,74.13,66.27,1.39
Morwell,76,AU,1553122803,89,-38.24,146.4,68.0,7.0
Kruisfontein,32,ZA,1553122839,100,-34.0,24.73,64.56,8.21
Broome,12,GB,1553122822,87,52.47,1.45,48.99,6.93
Kyle,20,US,1553122761,44,29.99,-97.88,75.2,5.82
Belaya Gora,0,RU,1553122840,61,68.54,146.19,-13.11,2.95
Naze,75,NG,1553119200,88,5.43,7.07,80.6,3.74
Warangal,0,IN,1553122677,88,17.99,79.6,71.67,5.64
Popondetta,80,PG,1553122840,88,-8.77,148.24,75.27,2.28
Jijiga,0,ET,1553122840,76,9.35,42.8,51.87,2.73
Porto Novo,75,BR,1553119200,88,-23.68,-45.44,71.6,4.7
Fort Saint James,0,CA,1553122841,54,54.43,-124.25,50.07,2.62
Maniitsoq,12,GL,1553122841,100,65.42,-52.9,-5.37,17.05
Auki,88,NG,1553122842,54,12.18,6.51,79.05,6.98
Padang,75,ID,1553119200,88,-0.92,100.36,77.0,5.82
Sao Filipe,8,CV,1553122842,97,14.9,-24.5,70.77,14.03
Santo Antonio do Leverger,40,BR,1553121000,75,-15.87,-56.08,89.6,6.93
Ewa Beach,20,US,1553122716,44,21.32,-158.01,80.6,9.17
Ganzhou,0,CN,1553122843,75,25.86,114.93,71.76,8.32
Sikasso,12,ML,1553122843,65,11.32,-5.68,78.51,5.86
Tahoua,0,NE,1553122844,25,14.89,5.26,76.35,11.45
Marand,75,IR,1553121000,93,38.43,45.77,35.6,1.61
Davila,20,PH,1553119200,94,18.47,120.58,75.2,3.36
Dingle,20,PH,1553122844,73,11.0,122.67,79.32,13.13
Wilmington,1,US,1553122420,36,39.75,-75.55,48.99,5.82
Inuvik,75,CA,1553119200,57,68.36,-133.71,21.2,10.29
Suluq,12,LY,1553122905,35,31.67,20.25,67.53,16.82
Los Llanos de Aridane,36,ES,1553122810,68,28.66,-17.92,64.4,14.99
Xai-Xai,0,MZ,1553122905,94,-25.04,33.64,79.41,11.45
Chokurdakh,0,RU,1553122905,47,70.62,147.9,-15.99,9.1
Corinto,44,BR,1553122906,83,-18.36,-44.46,73.11,6.76
Huarmey,76,PE,1553122906,67,-10.07,-78.15,71.85,3.74
Portland,40,US,1553122519,24,45.52,-122.67,75.99,18.34
Humaita,90,AR,1553120940,93,-24.93,-65.37,57.2,5.82
Rocha,8,UY,1553122907,67,-34.48,-54.34,56.37,8.66
Karia,0,NG,1553122907,62,11.73,11.16,72.3,2.95
Zvenigovo,75,RU,1553119200,100,55.97,48.02,33.8,8.95
Dunedin,0,NZ,1553122772,85,-45.87,170.5,62.01,11.01
Ripky,8,UA,1553122908,74,51.8,31.09,26.31,8.99
Quatre Cocos,40,MU,1553122743,83,-20.21,57.76,80.6,8.05
Takaka,0,NZ,1553122724,70,-40.86,172.81,81.0,3.0
Iquitos,40,PE,1553119200,319,-3.75,-73.25,42.8,5.82
Swan Hill,12,AU,1553122908,98,-35.34,143.56,70.59,5.97
Dodola,80,BF,1553122909,93,10.12,-3.28,71.49,6.2
San Patricio,20,PY,1553122909,66,-26.98,-56.83,71.49,6.98
Almaznyy,0,RU,1553119200,74,48.03,40.04,32.0,2.24
Namibe,0,AO,1553122909,100,-15.19,12.15,76.8,2.73
Yaan,76,NG,1553122910,79,7.38,8.57,78.6,15.26
Springfield,90,US,1553122685,66,37.22,-93.29,53.01,8.05
Henderson,1,US,1553122824,36,36.04,-114.98,62.6,17.22
Mazatlan,75,MX,1553122815,36,23.22,-106.42,80.6,9.17
Youghal,75,IE,1553122910,93,51.95,-7.85,53.01,6.93
Pierre,1,US,1553122668,80,44.37,-100.35,39.2,9.17
Hamilton,90,BM,1553122038,88,32.3,-64.78,62.6,24.16
Qasigiannguit,75,GL,1553118600,35,68.82,-51.19,-9.41,10.29
Lilongwe,40,MW,1553119200,93,-13.97,33.79,66.2,2.24
Asheboro,90,US,1553122808,34,35.71,-79.81,57.2,6.93
Aranos,0,NA,1553122912,30,-24.14,19.11,68.16,4.18
Lincoln,0,GB,1553122744,87,53.23,-0.54,54.0,14.99
Greeneville,1,US,1553122256,26,36.16,-82.83,59.0,3.36
Umm Kaddadah,8,SD,1553122913,21,13.6,26.69,63.93,8.32
Tautira,75,PF,1553122396,70,-17.73,-149.15,86.0,6.93
Shaunavon,0,CA,1553122760,45,49.65,-108.41,58.44,4.52
Sao Felix do Xingu,24,BR,1553122682,99,-6.64,-51.99,73.74,2.51
Lasa,20,CY,1553122841,87,34.92,32.53,59.0,3.36
Pajapan,40,MX,1553118120,73,18.26,-94.69,77.0,11.41
Bundaberg,44,AU,1553122204,74,-24.87,152.35,89.01,6.93
Slonim,80,BY,1553122914,63,53.09,25.32,34.95,13.47
Grindavik,75,IS,1553122897,68,63.84,-22.43,32.0,33.33
Banjar,8,ID,1553122915,94,-7.37,108.54,72.57,2.95
Corn Island,0,NI,1553122915,97,12.17,-83.04,81.21,12.8
Turayf,0,SA,1553119200,62,31.68,38.65,53.6,11.41
Saint Andrews,0,NZ,1553122908,96,-44.53,171.19,62.01,3.0
Pochutla,20,MX,1553121974,62,15.74,-96.47,87.01,11.41
Geraldton,75,CA,1553119200,69,49.72,-86.95,37.4,6.93
Phek,0,IN,1553122916,84,25.7,94.46,50.07,1.72
Zile,0,TR,1553120400,48,40.3,35.89,39.2,11.41
Waupun,90,US,1553122657,81,43.63,-88.73,45.0,6.93
Pevek,64,RU,1553122977,90,69.7,170.27,-6.81,4.29
Muros,0,ES,1553122963,87,42.77,-9.06,53.01,2.24
Ampanihy,88,MG,1553122977,86,-24.69,44.75,72.12,4.29
Gamba,0,CN,1553122977,26,28.28,88.52,-16.08,1.61
Aquiraz,40,BR,1553122693,78,-3.9,-38.39,82.4,4.7
Male,0,UA,1553122978,76,50.74,33.7,29.55,6.42
Gongzhuling,80,CN,1553122978,86,43.5,124.81,26.85,20.74
Ostrovnoy,0,RU,1553122978,84,68.05,39.51,13.62,10.11
Sao Joao da Barra,75,BR,1553119200,83,-21.64,-41.05,78.8,9.17
Briancon,0,FR,1553122876,69,44.9,6.65,42.01,1.61
Broadstairs,12,GB,1553122957,93,51.36,1.44,52.0,8.05
Puerto Colombia,40,CO,1553121110,69,10.99,-74.96,82.4,16.11
Bayanday,80,RU,1553122979,82,53.07,105.52,17.13,6.98
General Roca,0,AR,1553119200,21,-39.03,-67.58,69.8,9.17
Busayra,8,JO,1553122979,92,30.74,35.61,48.09,1.83
Rio de Janeiro,75,BR,1553121712,74,-22.91,-43.21,82.4,6.93
Storforshei,75,NO,1553122815,92,66.4,14.52,35.01,8.05
Filadelfia,80,PY,1553122980,96,-22.35,-60.04,70.5,8.77
Batticaloa,48,LK,1553122980,100,7.71,81.69,76.08,2.73
Ullapool,92,GB,1553122833,89,57.9,-5.16,55.0,18.99
Ola,64,RU,1553122981,100,59.58,151.3,4.35,7.65
Palu,0,ID,1553122981,72,-0.9,119.87,73.02,1.83
Beruwala,0,LK,1553122981,100,6.48,79.98,81.48,8.21
Velsk,24,RU,1553122982,93,61.07,42.1,30.09,9.78
Tromso,75,NO,1553122594,94,69.65,18.96,37.4,25.28
Tyup,0,KG,1553122982,67,42.73,78.36,11.37,1.95
Dilla,0,ET,1553122982,68,6.41,38.31,57.09,2.84
Baryatino,92,RU,1553122982,87,54.31,34.52,30.27,6.42
Mastic Beach,1,US,1553122980,52,40.77,-72.85,45.0,9.17
Cabo San Lucas,5,MX,1553122940,27,22.89,-109.91,82.99,16.11
Camacha,40,PT,1553121000,67,33.08,-16.33,64.4,6.93
Bin Qirdan,0,TN,1553122983,80,33.14,11.22,50.34,10.45
Impfondo,12,CD,1553122983,96,1.62,18.06,72.93,2.17
Chino Valley,1,US,1553122945,21,34.76,-112.45,70.0,27.51
Nyurba,12,RU,1553122984,57,63.29,118.35,-6.09,2.62
Tyret Pervaya,76,RU,1553122984,85,53.67,102.31,19.47,7.2
Logstor,64,DK,1553122892,89,56.96,9.26,46.0,10.0
Santiago de Cao,40,PE,1553119200,83,-7.96,-79.24,71.6,11.41
Calama,0,CL,1553119200,17,-22.46,-68.93,71.6,24.16
Manokwari,36,ID,1553122985,98,-0.87,134.08,81.48,8.66
Berezovyy,48,RU,1553122985,60,51.67,135.7,11.55,3.51
Vallenar,0,CL,1553122985,87,-28.58,-70.76,60.78,1.83
Artyom,75,RU,1553119200,96,43.36,132.19,32.0,4.47
Namatanai,32,PG,1553122986,97,-3.66,152.44,84.0,4.97
Jiwani,12,PK,1553122986,93,25.05,61.74,62.85,5.75
Avera,1,US,1553122917,31,33.19,-82.53,66.2,5.82
Huambo,80,AO,1553122987,96,-12.78,15.73,58.89,2.62
Bagn,0,NO,1553122987,83,60.82,9.55,25.41,2.51
Gopalpur,12,IN,1553122987,65,25.6,86.94,63.21,3.4
Boyuibe,75,BO,1553119200,77,-20.43,-63.28,69.8,6.93
Santa Cruz,20,US,1553122796,55,36.97,-122.03,64.0,4.7
San-Pedro,44,CI,1553122989,92,4.75,-6.64,79.14,7.99
Tezu,92,IN,1553122989,99,27.93,96.16,49.89,1.61
Marsa Matruh,20,EG,1553119200,82,31.35,27.25,57.2,5.82
Kawalu,8,ID,1553123049,93,-7.38,108.21,67.44,2.73
Vao,0,EE,1553123050,92,59.1,26.19,32.7,9.44
Parchim,75,DE,1553122636,87,53.43,11.85,50.0,10.29
Cururupu,8,BR,1553123050,92,-1.82,-44.87,77.97,4.63
Tornio,20,FI,1553122985,82,61.12,27.27,33.8,9.17
Amapa,20,HN,1553122800,55,15.09,-87.97,86.0,14.99
Buala,92,SB,1553123051,83,-8.15,159.59,85.44,3.4
Provideniya,0,RU,1553119200,46,64.42,-173.23,10.4,4.47
Saint Anthony,1,US,1553122816,41,43.97,-111.68,57.2,4.07
Conceicao do Araguaia,24,BR,1553123046,80,-8.26,-49.26,80.49,1.95
Port Moresby,40,PG,1553119200,83,-9.47,147.16,78.8,4.7
Elat,68,CM,1553123052,97,2.91,11.16,68.88,2.28
Luxor,0,EG,1553119200,37,25.7,32.65,69.8,4.41
Mairana,80,BO,1553123052,94,-18.12,-63.96,60.24,2.28
Iralaya,5,HN,1553122800,74,15.0,-83.23,80.6,6.76
Marabba,0,SD,1553123053,28,12.35,32.18,68.07,7.65
Naryan-Mar,88,RU,1553123053,94,67.67,53.09,29.1,14.81
Beira,0,ES,1553123042,76,43.2,-8.36,52.0,2.24
Yakhroma,0,RU,1553121650,92,56.29,37.48,36.0,6.71
Wamba,8,CD,1553123054,84,2.14,27.99,71.85,2.06
Muroto,75,JP,1553120760,87,33.37,134.14,60.8,10.29
Kazachinskoye,68,RU,1553123054,90,57.69,93.28,22.44,4.63
Kuldur,92,RU,1553123054,67,49.22,131.63,19.74,3.29
Aran,0,CH,1553123047,60,46.5,6.71,42.8,8.05
Berasia,0,IN,1553123055,57,23.63,77.43,56.82,2.73
Am Timan,8,TD,1553122905,37,11.04,20.28,70.68,3.29
Pontal do Parana,90,BR,1553122946,69,-25.67,-48.51,77.0,11.41
Hualmay,20,PE,1553122894,74,-11.1,-77.61,72.21,5.08
Dubbo,0,AU,1553119200,64,-32.25,148.6,73.4,13.87
Totma,88,RU,1553123055,95,59.98,42.76,30.99,8.77
Rudovci,0,RS,1553121000,75,44.38,20.41,44.6,9.17
Guapo,92,CN,1553123056,50,34.48,109.71,35.67,4.07
Taltal,0,CL,1553123056,87,-25.41,-70.49,61.41,2.39
Poquoson,90,US,1553123045,87,37.12,-76.35,48.0,8.05
Astana,0,KZ,1553119200,85,51.13,71.43,15.8,6.71
Mezhova,92,UA,1553123057,84,48.26,36.73,42.78,11.23
Inirida,36,CO,1553123057,86,3.87,-67.92,79.14,1.83
Traverse City,90,US,1553122914,80,44.76,-85.62,41.0,4.7
Alta Floresta,20,BR,1553122972,79,-9.87,-56.08,81.93,2.28
Gravelbourg,0,CA,1553122993,72,49.88,-106.56,51.69,3.62
Cajabamba,88,EC,1553123058,97,-1.7,-78.77,49.26,2.17
Nelson Bay,20,AU,1553122872,83,-32.72,152.14,75.99,5.82
Palana,12,RU,1553123058,68,59.08,159.95,31.08,12.12
Mattru,92,SL,1553123058,75,7.62,-11.83,81.12,6.08
Filimonovo,0,RU,1553122950,76,54.21,39.6,32.0,1.01
Guerrero Negro,12,MX,1553123059,73,27.97,-114.04,64.92,12.57
Nara,75,JP,1553122992,72,34.68,135.8,62.6,27.51
Luganville,88,VU,1553123059,94,-15.51,167.18,84.72,9.22
Port Lincoln,68,AU,1553122883,87,-34.72,135.86,67.53,14.36
Diapaga,12,BF,1553123059,39,12.07,1.79,81.03,11.9
Sola,75,NO,1553122812,100,58.89,5.65,46.99,11.41
Galveston,90,US,1553122949,87,40.58,-86.19,44.6,13.87
Salalah,0,OM,1553118600,65,17.01,54.1,77.0,3.36
Morondava,20,MG,1553123060,91,-20.3,44.28,79.77,2.17
Nalut,0,LY,1553122882,82,31.86,10.98,43.86,4.97
Amahai,0,ID,1553122754,88,-3.31,129.0,82.0,3.0
Yenagoa,0,NG,1553123120,92,4.92,6.26,77.07,4.63
Ouadda,0,CF,1553122898,29,8.07,22.4,78.42,11.01
Nome,20,US,1553123083,30,30.04,-94.42,75.99,4.7
Lalmohan,0,BD,1553123121,88,22.34,90.74,71.58,2.73
Champerico,5,MX,1553121780,61,16.38,-93.6,77.0,19.46
Sept-Iles,75,CA,1553122994,69,50.2,-66.38,33.8,14.99
Iqaluit,20,CA,1553119200,62,63.75,-68.52,-16.61,8.05
Senador Jose Porfirio,80,BR,1553123068,100,-2.59,-51.95,75.09,3.62
Urrao,75,CO,1553123058,93,6.32,-76.13,66.2,8.05
Ler,75,NO,1553123116,100,63.2,10.3,37.99,14.99
Victoria,75,BN,1553121000,94,5.28,115.24,78.8,4.74
Mamakan,64,RU,1553123122,77,57.82,114.02,14.16,2.73
Denpasar,40,ID,1553119200,94,-8.65,115.22,80.6,3.36
Bam,0,IR,1553123123,73,29.11,58.36,39.18,4.41
Kamskoye Ustye,75,RU,1553119200,94,55.2,49.27,33.8,4.47
Lieksa,80,FI,1553123123,91,63.32,30.02,28.02,2.62
Aldan,64,RU,1553123123,71,58.61,125.39,5.25,3.51
Yurla,92,RU,1553123124,95,59.33,54.32,32.34,5.86
Craig,1,US,1553122640,55,40.52,-107.55,48.2,4.7
Adrar,0,DZ,1553119200,34,27.87,-0.29,62.6,13.87
Kuala Terengganu,75,MY,1553119200,94,5.33,103.14,77.0,3.36
Waipawa,32,NZ,1553121496,73,-39.94,176.59,66.0,5.01
Ayan,12,TR,1553123124,61,40.67,33.6,23.97,2.17
Pilar,20,AR,1553123102,39,-34.46,-58.91,64.4,3.36
Never,36,RU,1553123125,60,53.98,124.16,9.03,2.39
Olonets,92,RU,1553123125,92,60.98,32.97,31.08,7.65
Marsh Harbour,56,BS,1553123079,100,26.54,-77.06,70.68,17.05
Bridgetown,20,CA,1553122882,37,44.84,-65.29,37.4,8.05
Okha,20,RU,1553123125,95,53.59,142.95,-2.13,4.74
Denizli,75,TR,1553118600,87,37.77,29.09,46.4,3.36
Bathsheba,0,BB,1553119200,65,13.22,-59.52,78.8,11.41
Caceres,32,CO,1553123126,88,5.53,-74.53,70.32,1.39
Senno,88,RU,1553119200,93,57.76,27.95,35.6,8.95
Lorengau,48,PG,1553123070,100,-2.02,147.27,82.65,8.99
Dubinino,48,RU,1553123127,59,55.62,89.08,10.29,3.06
Bilma,0,NE,1553123127,24,18.69,12.92,71.22,5.97
Belyy Yar,12,RU,1553119200,85,53.6,91.39,10.4,1.39
Mangan,36,IN,1553123127,72,27.5,88.54,18.21,1.5
Tabou,48,CI,1553123128,100,4.42,-7.36,81.75,12.68
Gornyy,56,RU,1553123128,94,51.76,48.54,24.33,4.74
Chumikan,0,RU,1553122975,61,54.72,135.31,7.32,3.29
Kununurra,0,AU,1553119200,88,-15.77,128.74,78.8,1.12
Kilrush,75,IE,1553122910,93,51.96,-8.06,53.01,6.93
Axim,92,GH,1553122879,100,4.87,-2.24,82.38,11.23
Harper,40,US,1553123123,52,30.3,-99.24,73.0,13.87
Ilebo,68,CD,1553123129,90,-4.33,20.59,74.19,2.95
Beyneu,0,KZ,1553123129,86,45.32,55.19,36.66,2.84
Pokrovsk,48,UA,1553123129,74,48.28,37.18,36.57,3.29
Lukovit,75,BG,1553122801,70,43.21,24.16,48.2,2.62
Concarneau,90,FR,1553123060,93,47.88,-3.92,51.8,3.36
Truro,90,GB,1553123121,93,50.26,-5.05,53.01,4.85
Poronaysk,56,RU,1553122983,85,49.22,143.1,13.35,3.62
Gat,76,SN,1553121000,88,14.69,-16.54,69.8,9.17
Igarka,92,RU,1553123131,90,67.47,86.57,25.32,22.53
Salinopolis,64,BR,1553123191,100,-0.61,-47.36,78.6,5.97
Pavlysh,0,UA,1553123191,86,48.92,33.36,35.49,6.31
